SKU,Category,Weight (lbs),Volume (cubic ft),Total Inventory Picks,7AM - 8AM,8AM - 9AM,9AM -10AM,10AM - 11AM,11AM - 12PM,12PM - 1PM,1PM - 2PM,2PM - 3PM,3PM - 4PM,4PM - 5PM,5PM - 6PM,6PM - 7PM,7PM - 8PM
53921,Electronics,13.94,1.2,501,40,61,68,107,63,52,46,32,20,9,3,0,0
89982,Medical,1.91,1.91,124,8,11,15,15,19,13,14,11,12,5,1,0,0
41389,Home,3.41,14.98,262,7,30,43,25,15,19,22,20,18,15,25,16,7
63537,Clothing,0.39,3.61,136,7,9,12,8,20,14,26,22,17,1,0,0,0
22880,Hygiene,1.68,0.5,120,2,9,8,15,13,17,17,17,17,2,3,0,0
43728,Medical,2.43,3.74,476,47,51,79,91,79,40,36,27,15,8,3,0,0
22120,Sports,11.62,9.85,130,2,13,11,8,9,20,24,25,14,2,2,0,0
82603,Home,29.4,30.38,175,0,0,0,0,2,10,12,28,21,49,36,15,2
35078,Medical,3.02,3.09,123,5,14,13,7,9,23,18,16,12,5,1,0,0
47830,Medical,1.07,2.99,131,9,5,13,13,10,18,22,20,13,6,2,0,0
40711,Electronics,15.79,1.88,250,6,20,40,25,27,17,17,16,20,15,22,17,8
24622,Sports,6.53,20.36,506,59,44,56,94,79,58,57,38,11,10,0,0,0
35659,Office,0.42,0.49,245,117,48,48,11,8,8,5,0,0,0,0,0,0
18510,Hygiene,3.48,0.33,246,114,57,42,17,5,7,4,0,0,0,0,0,0
61285,Clothing,0.39,0.91,278,7,21,48,23,26,29,15,21,25,19,23,17,4
69475,Medical,2.41,3.26,324,121,85,69,22,18,7,2,0,0,0,0,0,0
31380,Sports,10.98,10.38,269,6,27,48,22,25,24,19,25,20,17,15,15,6
28518,Hygiene,2.25,0.6,189,0,0,0,0,4,3,11,30,25,54,38,17,7
47827,Clothing,0.64,2.19,293,116,80,57,10,16,10,4,0,0,0,0,0,0
46049,Home,48.65,45.68,234,103,41,57,12,13,3,5,0,0,0,0,0,0
76527,Hygiene,2.66,0.45,236,0,0,0,0,4,10,19,33,49,42,57,18,4
15508,Hygiene,1.53,0.58,449,32,55,57,84,68,60,45,29,11,8,0,0,0
76427,Medical,0.78,2.91,233,5,16,45,15,20,16,23,15,24,16,16,18,4
53560,Home,10.39,54.95,267,7,27,44,29,18,20,16,20,23,20,15,20,8
54707,Clothing,0.56,2.87,127,1,8,8,13,16,22,27,13,13,5,1,0,0
16981,Home,34.33,76.59,123,7,13,12,14,16,11,14,19,11,6,0,0,0
11118,Electronics,6.14,2.98,458,40,56,55,97,56,53,55,24,11,8,3,0,0
26928,Sports,28.07,11.93,263,4,30,40,20,21,20,21,24,24,20,15,18,6
66592,Medical,0.81,1.58,271,6,16,50,21,29,28,15,19,24,24,16,17,6
70696,Office,5.76,2.87,119,9,9,7,7,17,21,13,21,8,5,2,0,0
40876,Clothing,0.56,5.63,259,6,20,42,28,24,16,23,18,19,18,21,18,6
12761,Hygiene,1.32,0.55,264,7,25,47,16,26,24,17,17,21,25,16,18,5
19925,Electronics,11.65,2.43,222,0,0,0,0,3,3,33,40,30,57,35,18,3
31122,Clothing,0.47,6.01,306,177,55,32,29,11,1,1,0,0,0,0,0,0
88112,Office,4.97,6.12,279,8,30,42,22,28,30,17,19,25,15,19,16,8
86228,Electronics,9.68,3.34,264,6,17,41,28,22,27,19,25,18,22,15,16,8
11985,Medical,1.26,1.95,240,0,0,0,0,2,6,29,37,36,56,51,15,8
69079,Hygiene,1.04,0.65,349,158,88,65,14,20,4,0,0,0,0,0,0,0
49053,Electronics,12.92,1.44,500,51,70,71,109,63,44,37,38,10,6,1,0,0
98295,Hygiene,2.63,0.65,228,0,0,0,0,5,10,39,35,26,47,41,18,7
53103,Sports,18.88,8.91,245,7,18,47,21,16,18,17,20,18,20,17,20,6
53731,Home,33.57,50.58,447,40,57,75,87,63,40,30,32,17,6,0,0,0
14896,Hygiene,2.52,0.45,509,56,67,69,108,55,67,36,20,19,10,2,0,0
10257,Sports,5.2,18.03,456,47,44,56,85,68,61,42,27,15,8,3,0,0
27591,Medical,4.02,2.69,225,0,0,0,0,1,6,30,35,58,38,35,19,3
12728,Hygiene,2.6,0.33,492,34,64,73,89,78,63,50,22,10,8,1,0,0
87929,Office,3.18,2.31,486,52,45,62,101,60,52,45,39,19,7,4,0,0
53950,Clothing,0.42,2.94,507,54,64,61,108,59,59,36,38,16,8,4,0,0
41807,Home,5.95,38.83,272,4,18,42,21,27,22,25,20,20,24,25,18,6
34516,Clothing,0.69,5.34,270,4,18,49,19,30,30,23,15,23,17,17,18,7
67683,Clothing,0.56,5.21,118,9,8,12,10,16,22,15,12,9,3,2,0,0
20146,Home,1.71,13.54,328,179,76,34,28,6,0,5,0,0,0,0,0,0
77636,Medical,2.66,1.51,296,159,78,30,13,9,2,5,0,0,0,0,0,0
96964,Clothing,0.38,3.78,270,8,30,42,27,15,21,25,17,20,22,20,17,6
97090,Sports,5.38,12.67,495,30,49,78,81,73,62,55,39,17,10,1,0,0
36497,Home,51.86,21.01,140,7,11,14,9,20,19,27,20,11,2,0,0,0
50531,Office,0.91,3.33,100,2,12,7,13,9,12,20,10,10,5,0,0,0
45314,Hygiene,2.28,0.61,278,104,65,61,21,15,10,2,0,0,0,0,0,0
58466,Hygiene,1.5,0.39,265,4,18,48,24,26,16,25,25,20,17,17,19,6
99188,Medical,1.45,2.35,497,45,55,77,89,65,60,46,30,20,8,2,0,0
66866,Sports,19.68,19.63,497,38,58,74,104,68,56,43,31,16,7,2,0,0
63024,Hygiene,0.1,0.63,353,190,74,30,26,18,10,5,0,0,0,0,0,0
18394,Office,5.67,5.2,177,0,0,0,0,3,4,16,21,51,32,36,11,3
59290,Medical,3.39,3.95,259,6,21,46,18,30,26,16,15,24,17,17,17,6
61113,Hygiene,3.41,0.42,170,0,0,0,0,3,10,33,22,26,30,31,12,3
14939,Office,5.85,2.65,232,0,0,0,0,5,8,33,39,26,51,54,13,3
46102,Home,19.33,35,272,7,17,45,30,26,23,19,20,16,23,23,18,5
89992,Home,2.3,50.86,125,8,7,13,16,12,23,15,17,10,2,2,0,0
52034,Office,4.66,0.68,285,7,29,46,27,25,29,21,17,18,22,20,16,8
86387,Office,2.65,4.66,134,6,14,15,13,11,19,16,22,10,5,3,0,0
12205,Electronics,2.95,2.83,284,146,52,40,21,20,3,2,0,0,0,0,0,0
12277,Electronics,15.79,2.68,125,2,12,13,9,18,14,17,22,15,1,2,0,0
46816,Electronics,9.94,2.02,281,6,26,50,26,28,21,15,23,18,25,22,17,4
13499,Hygiene,2.94,0.54,286,123,64,54,21,18,1,5,0,0,0,0,0,0
30804,Hygiene,1.59,0.27,259,5,21,40,19,20,24,17,25,23,24,15,18,8
10590,Office,5.5,6.87,232,0,0,0,0,3,9,10,32,48,46,56,20,8
71270,Electronics,4.06,0.6,122,1,11,14,14,12,19,24,18,8,1,0,0,0
25525,Office,4.13,4.46,256,106,42,60,27,15,6,0,0,0,0,0,0,0
14199,Hygiene,3.51,0.55,274,7,27,47,25,29,22,16,18,21,16,24,17,5
41006,Clothing,0.59,1.69,129,8,5,14,14,11,21,22,15,16,3,0,0,0
78988,Sports,12.96,6.18,201,0,0,0,0,4,5,37,25,33,31,42,19,5
30015,Office,1.62,1.55,198,0,0,0,0,5,7,24,38,21,56,31,12,4
75399,Clothing,0.32,5.43,265,8,16,41,25,20,28,15,18,22,24,21,19,8
59998,Office,4.66,1.56,135,9,13,9,14,11,18,20,18,16,6,1,0,0
82247,Sports,15.95,20.05,271,6,21,44,26,27,23,16,24,21,19,18,18,8
63070,Sports,9.47,19.75,473,47,70,67,81,73,42,30,37,13,8,5,0,0
48393,Electronics,8.85,2.01,450,39,56,72,89,50,49,45,25,12,9,4,0,0
91625,Clothing,0.6,6.04,202,0,0,0,0,5,8,34,20,30,46,44,10,5
81916,Clothing,0.54,3.5,259,86,80,56,18,13,1,5,0,0,0,0,0,0
31176,Home,46.38,6.26,207,0,0,0,0,0,9,19,34,59,41,25,12,8
26348,Medical,0.06,2.38,338,156,70,70,21,12,8,1,0,0,0,0,0,0
94196,Electronics,8.55,3.75,128,2,5,15,13,13,20,28,23,8,1,0,0,0
85133,Sports,12.51,10.69,282,6,30,49,28,25,22,17,22,19,18,23,15,8
96828,Clothing,0.48,7.92,275,6,21,49,21,29,22,19,21,17,25,23,17,5
29760,Medical,2.15,1.64,138,9,8,11,15,17,15,24,20,11,6,2,0,0
99619,Sports,22.43,13.5,268,6,23,43,27,24,28,20,16,16,24,20,15,6
54449,Office,0.94,5.9,315,129,92,60,20,8,2,4,0,0,0,0,0,0
91727,Office,4.97,3.76,118,7,9,10,7,13,17,12,24,15,2,2,0,0
27484,Sports,10.4,14.19,242,6,28,44,16,24,17,17,19,17,16,18,15,5
36801,Hygiene,0.8,0.6,114,5,13,7,11,19,19,13,11,12,2,2,0,0
70924,Office,6.15,2.62,324,150,87,57,14,7,5,4,0,0,0,0,0,0
89312,Office,2.9,1.06,324,186,51,46,16,18,6,1,0,0,0,0,0,0
29551,Medical,2.12,2.9,522,56,68,80,109,53,42,49,37,19,9,0,0,0
52610,Hygiene,2.14,0.56,208,0,0,0,0,4,5,24,28,52,43,26,20,6
53257,Hygiene,2.28,0.51,133,8,9,9,16,19,18,20,15,13,6,0,0,0
28128,Hygiene,3.14,0.51,275,135,51,33,30,16,5,5,0,0,0,0,0,0
36525,Office,0.51,4.07,111,1,5,10,11,15,21,14,22,8,3,1,0,0
85218,Office,2.27,6.2,484,30,59,64,94,59,64,53,31,15,10,5,0,0
79419,Hygiene,1.74,0.45,116,7,5,13,15,10,15,15,18,15,2,1,0,0
78000,Electronics,8.35,0.3,366,181,81,55,30,19,0,0,0,0,0,0,0,0
59564,Office,4.65,3.92,470,48,65,60,88,79,49,32,20,18,7,4,0,0
22999,Sports,16.74,16.33,194,0,0,0,0,2,8,28,39,20,40,34,18,5
96061,Medical,1.92,1.92,184,0,0,0,0,3,3,23,21,48,46,21,17,2
43968,Medical,1.48,1.95,113,2,9,9,16,12,20,20,11,7,6,1,0,0
16810,Home,33.59,5.3,201,0,0,0,0,1,6,12,38,45,44,33,19,3
72389,Clothing,0.56,5.15,120,8,12,6,8,10,22,17,17,12,5,3,0,0
10871,Electronics,10.15,0.3,275,8,26,45,21,24,26,25,16,20,23,17,16,8
59754,Office,6.03,3,213,0,0,0,0,4,8,18,24,31,57,51,17,3
97788,Medical,2.55,3.7,495,48,58,79,110,69,47,31,30,15,6,2,0,0
25128,Office,5.35,4.76,197,0,0,0,0,4,10,11,20,31,53,51,14,3
13890,Clothing,0.39,3.86,114,4,10,12,13,14,18,14,11,13,2,3,0,0
17709,Hygiene,2.51,0.45,140,9,11,11,12,17,13,24,25,13,4,1,0,0
98614,Electronics,19.34,1.8,260,5,19,45,19,26,28,24,16,17,21,15,18,7
31321,Sports,16.72,19.25,255,8,20,42,25,21,27,15,16,20,21,19,15,6
57571,Sports,7.38,10.47,102,9,11,6,7,12,11,14,11,16,5,0,0,0
41672,Hygiene,2.3,0.53,129,5,11,6,12,9,22,26,19,15,1,3,0,0
65973,Office,4.76,3.76,254,5,15,47,25,16,24,17,23,23,16,20,15,8
66806,Clothing,0.49,0.65,242,91,64,36,24,18,7,2,0,0,0,0,0,0
78157,Clothing,0.31,3.64,278,7,30,45,20,26,23,16,24,25,25,16,17,4
68108,Office,0.8,5.15,236,4,21,42,25,15,19,17,16,19,15,16,19,8
61213,Medical,2.36,3.4,341,164,65,62,28,17,2,3,0,0,0,0,0,0
44457,Medical,1.21,0.88,213,0,0,0,0,2,5,26,20,51,36,54,12,7
67499,Sports,21.05,10.46,124,5,9,9,13,8,25,24,14,13,1,3,0,0
78033,Sports,3.04,22.43,275,4,28,41,18,30,18,25,22,21,24,21,19,4
56709,Home,35.53,43.82,268,7,26,48,27,22,27,21,18,16,20,15,17,4
98496,Electronics,8.65,3.25,361,194,64,48,29,20,4,2,0,0,0,0,0,0
86590,Sports,11.04,15.81,207,0,0,0,0,5,5,24,31,48,41,27,19,7
78695,Home,30.9,75.98,451,40,43,78,89,52,46,40,32,20,7,4,0,0
14007,Electronics,11.24,2.68,491,52,63,52,100,51,68,50,34,10,8,3,0,0
99327,Home,52.67,43.63,342,172,78,54,21,13,4,0,0,0,0,0,0,0
55823,Electronics,12.15,4.03,270,4,23,43,30,28,15,18,23,15,22,24,19,6
22580,Office,6.79,4.96,190,0,0,0,0,2,4,14,22,42,55,31,11,9
46239,Office,5.33,3.03,120,4,11,13,15,15,16,12,21,8,2,3,0,0
15186,Sports,13.42,8.46,263,4,22,42,26,26,21,16,25,20,22,15,16,8
37224,Medical,1.94,2.24,229,0,0,0,0,2,7,39,23,49,55,34,12,8
59886,Home,33.8,43.53,145,9,9,9,16,9,25,26,24,12,4,2,0,0
23075,Medical,2.01,2.4,258,4,17,40,25,28,19,25,20,15,22,23,16,4
47137,Home,69.73,21.32,267,7,25,40,23,26,23,23,18,19,25,15,15,8
45283,Sports,3.9,12.64,119,8,9,10,17,15,11,13,23,10,3,0,0,0
79769,Office,3.56,4.11,271,4,23,50,22,29,20,25,19,17,18,18,19,7
54615,Sports,18.12,7.06,120,8,6,15,12,10,16,15,23,10,5,0,0,0
71564,Clothing,0.37,0.35,259,7,16,47,21,26,26,19,18,21,19,19,15,5
27037,Clothing,0.24,2.39,265,5,29,47,28,17,18,20,18,20,22,15,19,7
14142,Clothing,0.42,3.55,228,84,58,56,15,7,8,0,0,0,0,0,0,0
58170,Office,6.31,4.26,455,34,50,63,101,60,55,34,29,16,10,3,0,0
60075,Electronics,4.45,3.32,274,8,30,42,21,29,17,23,21,16,22,24,17,4
90266,Hygiene,1.48,0.66,140,1,12,11,14,18,17,21,23,16,5,2,0,0
29200,Clothing,0.46,4.68,508,55,59,72,93,76,58,50,21,12,8,4,0,0
14669,Clothing,0.45,3.81,323,156,87,53,14,8,5,0,0,0,0,0,0,0
36647,Electronics,13.83,2.08,383,189,79,65,30,15,1,4,0,0,0,0,0,0
13942,Electronics,12.66,3.55,238,0,0,0,0,0,3,39,33,60,42,39,15,7
29415,Medical,0.99,0.55,482,41,54,67,100,54,65,54,28,10,6,3,0,0
32647,Clothing,0.38,2.51,487,59,65,68,92,77,45,33,25,14,5,4,0,0
39625,Electronics,7.52,2.03,169,0,0,0,0,5,2,15,23,24,45,34,15,6
74968,Clothing,0.44,6.58,223,0,0,0,0,0,5,33,30,29,59,48,10,9
63241,Medical,3.69,1.31,438,40,42,52,83,62,57,44,33,15,6,4,0,0
13518,Sports,10.85,2.94,216,0,0,0,0,0,9,26,26,43,51,36,15,10
69477,Office,1.93,5,125,2,11,8,11,18,11,24,24,10,4,2,0,0
36057,Clothing,0.56,2.09,262,5,15,43,26,23,25,24,15,18,25,17,20,6
64451,Clothing,0.58,6.6,233,0,0,0,0,0,8,10,33,60,46,57,10,9
34528,Sports,6.55,0.3,277,6,25,44,17,30,27,23,24,16,21,25,15,4
22750,Medical,2.46,1.65,264,124,70,30,25,10,2,3,0,0,0,0,0,0
94340,Sports,6.13,15.89,231,0,0,0,0,5,7,39,29,35,57,43,14,2
12376,Home,70.99,75.24,177,0,0,0,0,2,6,26,29,24,36,33,12,9
32320,Medical,1.1,0.16,121,5,11,8,16,10,15,14,22,15,4,1,0,0
86977,Electronics,6.61,1.07,134,9,14,12,11,19,25,15,10,13,4,2,0,0
78430,Home,47.68,8.51,151,6,5,14,13,20,19,26,24,16,6,2,0,0
93453,Sports,2.89,14.94,461,45,67,52,81,73,45,47,23,16,9,3,0,0
65867,Electronics,1.96,1.97,220,0,0,0,0,0,2,33,36,47,60,21,11,10
96186,Medical,0.2,0.92,323,175,53,61,21,9,1,3,0,0,0,0,0,0
79670,Sports,6.37,13.36,216,0,0,0,0,1,7,38,22,50,49,27,17,5
25280,Electronics,9.86,2.41,120,8,6,9,13,14,13,25,16,9,4,3,0,0
19486,Sports,6.07,14.16,263,5,16,48,18,15,28,21,22,24,21,22,16,7
13635,Office,2.52,4.94,258,0,0,0,0,2,3,26,34,58,54,59,16,6
40741,Home,23.28,12.09,448,34,47,71,85,51,66,50,20,16,6,2,0,0
58070,Electronics,4.51,2.28,127,4,8,10,8,10,13,27,23,16,5,3,0,0
21068,Sports,9.48,12.13,249,8,30,47,16,17,16,15,19,15,17,25,16,8
29022,Sports,10.18,15.3,306,156,55,60,21,6,7,1,0,0,0,0,0,0
98837,Electronics,7.76,1.28,195,0,0,0,0,1,6,26,28,56,39,20,10,9
21161,Clothing,0.51,7.63,485,57,60,69,85,61,43,46,39,15,8,2,0,0
83236,Electronics,10.54,1.14,123,4,12,7,16,17,16,21,12,13,3,2,0,0
90744,Office,2.89,3.83,119,2,8,14,14,8,13,23,15,15,4,3,0,0
56828,Clothing,0.39,8.58,184,0,0,0,0,5,5,14,30,31,44,38,12,5
78631,Home,45.74,40.07,259,0,0,0,0,4,3,31,40,58,42,59,12,10
47514,Electronics,7.38,1.92,249,8,22,41,28,19,16,16,23,15,19,23,15,4
44867,Home,14.02,34.29,500,59,65,65,91,59,50,49,34,15,8,5,0,0
62740,Home,29.2,18.11,382,199,93,50,16,15,4,5,0,0,0,0,0,0
97928,Home,31.73,9.33,194,0,0,0,0,0,8,26,26,29,42,43,17,3
99149,Home,26.35,39.23,482,45,52,72,92,62,40,57,28,20,9,5,0,0
14507,Sports,6.37,3.55,339,188,86,33,12,13,6,1,0,0,0,0,0,0
84004,Clothing,0.49,3.34,238,98,80,32,21,4,0,3,0,0,0,0,0,0
95125,Sports,19.42,14.9,478,44,60,57,81,65,65,50,30,15,10,1,0,0
81759,Electronics,8.35,1.48,273,6,22,50,18,28,22,25,23,21,16,23,15,4
29555,Sports,15.92,12.85,284,83,79,69,30,17,6,0,0,0,0,0,0,0
92618,Home,63.17,46.64,106,1,5,13,11,8,25,13,10,16,2,2,0,0
13762,Medical,2.89,0.92,226,0,0,0,0,0,3,36,35,51,37,43,20,1
58503,Medical,0.09,0.28,131,7,10,12,10,9,12,24,23,17,4,3,0,0
18261,Clothing,0.58,1.4,277,8,24,43,16,24,25,19,21,22,25,25,17,8
98853,Sports,13.38,23.03,235,97,44,48,22,16,8,0,0,0,0,0,0,0
22365,Clothing,0.62,7,205,0,0,0,0,5,4,17,40,35,51,30,15,8
58369,Medical,1.77,0.06,273,7,17,49,26,30,25,24,17,16,17,18,20,7
77683,Home,64.26,3.95,266,8,18,44,20,17,24,22,20,23,25,19,18,8
18196,Hygiene,2.69,0.33,237,91,65,40,22,18,0,1,0,0,0,0,0,0
67941,Office,4.78,2.98,212,0,0,0,0,2,5,31,21,55,43,38,12,5
94900,Electronics,6.32,2.98,532,58,70,69,89,70,60,56,40,12,6,2,0,0
61309,Clothing,0.58,1.3,244,4,29,40,17,23,15,19,15,15,20,22,20,5
72202,Office,0.52,2.69,233,0,0,0,0,5,9,12,40,52,43,49,14,9
10351,Office,4.51,6.46,215,0,0,0,0,3,3,40,34,39,37,38,20,1
86372,Office,0.1,5.04,143,8,8,6,15,17,20,22,25,17,4,1,0,0
13238,Home,66.61,27.14,316,161,52,66,20,9,3,5,0,0,0,0,0,0
54816,Medical,0.66,1.02,506,56,59,76,102,77,52,30,27,13,9,5,0,0
13198,Clothing,0.58,5.2,483,57,64,59,83,68,51,59,23,11,5,3,0,0
30117,Hygiene,3.18,0.57,444,56,46,58,85,61,47,32,32,15,10,2,0,0
50956,Sports,7.25,20.41,214,0,0,0,0,2,2,21,20,58,45,44,16,6
19669,Sports,18.89,2.12,124,10,13,10,13,13,15,20,10,15,4,1,0,0
18015,Electronics,0.97,1.7,228,5,15,42,18,18,16,15,22,16,17,21,16,7
15030,Clothing,0.46,2.62,255,4,22,43,15,16,24,23,24,20,17,23,20,4
76225,Electronics,14.57,2.76,244,0,0,0,0,3,4,32,34,40,57,51,17,6
26938,Hygiene,1.09,0.63,264,5,26,47,30,19,24,21,15,22,15,16,19,5
29591,Medical,1.81,2.02,276,4,28,48,21,22,26,25,16,18,20,23,20,5
65742,Home,50.08,6.77,229,0,0,0,0,3,2,40,30,59,42,24,20,9
63536,Hygiene,2.65,0.48,336,190,46,52,28,9,8,3,0,0,0,0,0,0
25801,Office,3.17,3.55,498,60,65,63,87,65,57,49,28,14,5,5,0,0
67762,Medical,1.29,1.66,511,38,66,77,100,56,61,46,40,14,10,3,0,0
18114,Electronics,13.09,2.37,194,0,0,0,0,4,6,17,30,36,44,39,11,7
62282,Sports,8.45,16.78,280,8,24,43,30,15,21,24,22,23,24,23,17,6
72419,Home,18.91,18.63,261,92,60,65,29,11,0,4,0,0,0,0,0,0
92537,Medical,3.52,1.42,478,35,57,79,100,50,48,49,32,17,8,3,0,0
79588,Clothing,0.56,5.57,476,59,54,57,97,65,46,45,29,14,6,4,0,0
15696,Hygiene,1.38,0.58,447,40,51,59,108,76,40,30,21,17,5,0,0,0
84898,Sports,15.09,25.91,331,145,95,52,20,10,7,2,0,0,0,0,0,0
61162,Medical,1.49,1.22,274,8,26,50,30,17,22,19,15,18,25,21,17,6
75301,Hygiene,1.05,0.63,362,171,91,54,23,10,10,3,0,0,0,0,0,0
20612,Electronics,10.74,1.21,208,0,0,0,0,4,5,29,32,50,30,46,10,2
99182,Electronics,20.65,0.47,207,0,0,0,0,0,9,22,24,29,46,49,19,9
89401,Home,36.49,55.15,146,6,12,10,14,20,25,28,17,11,1,2,0,0
79321,Home,70.59,33.17,452,39,70,59,82,68,43,36,32,12,9,2,0,0
62646,Sports,8.46,9.81,318,159,80,36,17,15,6,5,0,0,0,0,0,0
86192,Sports,17.59,16.54,507,58,53,54,109,71,50,47,36,19,8,2,0,0
89200,Hygiene,1.19,0.41,230,97,42,46,18,20,7,0,0,0,0,0,0,0
17556,Clothing,0.48,2.69,118,10,9,11,9,15,13,26,15,7,1,2,0,0
18879,Clothing,0.48,1.02,251,0,0,0,0,4,6,35,30,52,49,59,10,6
35427,Sports,1.88,17.87,285,111,81,50,27,13,0,3,0,0,0,0,0,0
91318,Sports,8.06,3.15,478,51,52,55,94,75,43,45,36,17,8,2,0,0
39192,Clothing,0.43,3.17,281,123,56,59,14,14,10,5,0,0,0,0,0,0
62866,Hygiene,2.49,0.53,512,44,59,70,110,73,53,44,35,13,10,1,0,0
78445,Home,59.52,32.82,284,106,67,70,18,15,6,2,0,0,0,0,0,0
78174,Home,18.47,26.58,210,0,0,0,0,0,3,30,29,55,45,24,16,8
96823,Office,6.72,1.76,290,5,30,47,28,15,30,23,24,25,22,18,19,4
79738,Office,3.4,1.89,386,193,97,37,26,20,8,5,0,0,0,0,0,0
30376,Office,2.51,5.58,112,4,6,7,16,9,15,18,22,7,5,3,0,0
87198,Hygiene,1.43,0.54,259,5,24,43,18,23,26,19,20,17,16,25,18,5
10999,Hygiene,2.07,0.64,264,6,25,41,30,26,18,24,22,17,19,17,15,4
64731,Hygiene,2.34,0.58,345,184,75,59,21,5,1,0,0,0,0,0,0,0
67291,Sports,11.18,12.8,258,8,20,44,30,27,17,16,16,22,15,20,19,4
79978,Electronics,10.35,0.67,187,0,0,0,0,1,10,28,20,27,38,49,11,3
97581,Hygiene,1.91,0.4,517,51,63,71,102,77,57,36,37,13,6,4,0,0
78315,Hygiene,0.86,0.56,332,153,60,69,24,18,3,5,0,0,0,0,0,0
29572,Home,30.67,58.04,264,4,30,40,23,15,25,25,19,17,20,22,17,7
59556,Electronics,3.33,1.37,494,30,62,62,100,66,66,50,29,20,6,3,0,0
54817,Clothing,0.49,6.72,338,187,68,54,10,14,3,2,0,0,0,0,0,0
58772,Office,2.12,2.48,181,0,0,0,0,1,10,22,25,35,38,33,11,6
55989,Home,46.11,44.7,251,6,19,44,25,19,25,22,15,16,24,16,15,5
54055,Hygiene,1.98,0.43,131,5,12,8,15,15,21,21,16,12,4,2,0,0
57989,Hygiene,0.73,0.6,492,44,40,62,102,77,52,60,36,12,6,1,0,0
58800,Home,22.16,14.98,478,34,69,80,85,59,41,48,35,17,7,3,0,0
35507,Medical,3.07,3.41,200,0,0,0,0,0,6,16,24,44,51,36,13,10
28294,Electronics,9.46,2.7,279,8,27,49,21,25,30,20,19,20,20,17,17,6
22336,Sports,13.08,11.81,233,0,0,0,0,5,4,37,34,42,51,38,13,9
28338,Office,3.05,3.33,265,6,20,49,24,19,21,25,21,17,25,17,16,5
83755,Hygiene,2.81,0.54,218,0,0,0,0,0,5,32,31,59,41,25,17,8
31502,Clothing,0.7,4.93,200,0,0,0,0,1,7,29,38,36,32,39,10,8
65901,Sports,6.29,9.61,246,8,24,45,18,19,24,17,21,16,15,16,18,5
18406,Home,59.9,48.37,129,10,11,14,7,17,18,20,19,11,1,1,0,0
73745,Medical,2.95,1.94,449,47,64,62,91,51,60,30,22,10,9,3,0,0
82544,Home,35.61,30.28,470,34,70,52,91,64,58,36,38,15,8,4,0,0
10126,Medical,2.54,1.22,485,54,66,55,88,78,41,40,35,20,6,2,0,0
63824,Office,4.81,2.01,262,5,30,40,28,19,30,17,20,15,22,16,15,5
97697,Home,65.4,17.07,460,38,42,76,86,54,54,48,35,13,9,5,0,0
59436,Home,12.07,40.34,147,6,14,15,15,19,19,25,20,11,2,1,0,0
11440,Sports,9.52,2.83,513,47,60,71,95,78,63,52,23,12,8,4,0,0
88140,Electronics,8.35,2.15,460,40,52,63,105,56,51,53,22,10,5,3,0,0
68599,Electronics,9.72,2.6,458,33,58,69,102,53,62,34,24,11,7,5,0,0
94490,Electronics,16.99,1.92,264,5,15,41,20,23,24,19,24,25,25,20,18,5
32968,Electronics,10.88,2.97,206,0,0,0,0,0,7,16,22,45,50,43,14,9
58773,Hygiene,4.33,0.52,125,8,9,10,7,15,17,14,23,17,4,1,0,0
27404,Clothing,0.49,3.74,163,0,0,0,0,1,2,19,23,28,35,31,20,4
66994,Clothing,0.4,4.31,199,0,0,0,0,4,2,11,33,32,40,57,10,10
30006,Home,19.97,10.07,212,0,0,0,0,3,4,16,38,48,55,20,18,10
72910,Hygiene,0.35,0.54,272,5,27,45,30,29,27,16,17,18,19,20,15,4
20998,Hygiene,2.22,0.37,265,8,26,42,24,23,28,15,20,16,24,18,15,6
72253,Medical,1.5,2.92,345,198,64,54,20,7,2,0,0,0,0,0,0,0
82462,Clothing,0.65,0.33,492,51,62,70,110,57,55,43,21,13,8,2,0,0
48703,Electronics,11.35,1.4,116,8,11,10,7,12,13,26,13,11,2,3,0,0
22145,Sports,6.31,6.43,269,88,66,58,28,18,6,5,0,0,0,0,0,0
66341,Office,6.35,2.8,190,0,0,0,0,4,4,23,34,32,38,37,12,6
54320,Medical,2.08,3.59,114,6,9,7,15,11,13,13,23,15,1,1,0,0
55174,Medical,3.51,0,117,9,8,10,12,16,13,12,19,14,4,0,0,0
19957,Home,2.61,48.9,343,177,73,59,16,7,6,5,0,0,0,0,0,0
11954,Hygiene,2.45,0.64,305,145,83,31,26,7,9,4,0,0,0,0,0,0
73664,Home,62.23,26.14,127,10,8,15,8,8,19,24,16,16,2,1,0,0
49236,Hygiene,0.22,0.63,183,0,0,0,0,0,6,26,25,24,42,35,20,5
20343,Medical,1.09,2.18,469,33,59,58,90,56,59,51,37,18,5,3,0,0
64345,Office,6.17,4.4,509,36,69,75,105,64,58,49,25,20,7,1,0,0
53610,Electronics,18.94,2.22,101,3,5,9,12,12,13,17,12,10,6,2,0,0
53692,Sports,7.93,7.51,269,103,69,70,10,16,1,0,0,0,0,0,0,0
77938,Hygiene,3.22,0.34,446,34,68,50,97,50,50,46,20,17,9,5,0,0
33336,Home,70.65,24.59,127,4,5,12,10,16,20,13,25,15,4,3,0,0
60586,Electronics,2.05,1.57,232,0,0,0,0,3,7,38,27,35,56,50,11,5
37205,Medical,2.07,1.43,252,7,27,41,21,19,16,18,24,18,19,19,16,7
